state,city,address,zip_code,name,phone,latitude,longitude,url,country
Pennsylvania,Pottstown,200 Shoemaker Rd,19464,Chipotle Pottstown PA,(484) 363-5660,40.254840976022635,-75.65976647055226,https://locations.chipotle.com/../pa/pottstown/200-shoemaker-rd,USA
Pennsylvania,Quakertown,79 N West End Blvd,18951,Chipotle Rte 309 Quakertown,(267) 733-6455,40.4458723,-75.35925999999999,https://locations.chipotle.com/../pa/quakertown/79-n-west-end-blvd,USA
Pennsylvania,Reading,2733 Papermill Rd,19610,Chipotle Reading,(484) 772-1022,40.35730324034379,-75.98349079000121,https://locations.chipotle.com/../pa/reading/2733-papermill-rd,USA
Pennsylvania,Royersford,70 Buckwalter Rd,19468,Chipotle Royersford,(484) 931-1835,40.19814257839275,-75.52328172939436,https://locations.chipotle.com/../pa/royersford/70-buckwalter-rd,USA
Pennsylvania,Selinsgrove,2192 N Susquehanna Trl,17870,Chipotle Selinsgrove,(570) 743-7038,40.83737144258217,-76.83216301892759,https://locations.chipotle.com/../pa/selinsgrove/2192-n-susquehanna-trl,USA
Pennsylvania,Shrewsbury,98 Sofia Dr,17361,Chipotle Shrewsbury PA,(717) 235-2849,39.76977917118235,-76.67238315137729,https://locations.chipotle.com/../pa/shrewsbury/98-sofia-dr,USA
Pennsylvania,Souderton,715A Route 113,18964,Chipotle Souderton,(215) 660-3024,40.3154117,-75.309995,https://locations.chipotle.com/../pa/souderton/715a-route-113,USA
Pennsylvania,South Abington Township,1135 Northern Blvd,18411,Chipotle Clarks Summit PA,(272) 214-4420,41.48723546836507,-75.69563228697055,https://locations.chipotle.com/../pa/south-abington-township/1135-northern-blvd,USA
Pennsylvania,Springfield,400 S State Rd,19064,Chipotle Marple,(484) 472-8533,39.93833061414203,-75.35359031300436,https://locations.chipotle.com/../pa/springfield/400-s-state-rd,USA
Pennsylvania,Springfield,801 Baltimore Pike,19064,Chipotle Springfield PA,(484) 471-3255,39.91641365467459,-75.33377060920998,https://locations.chipotle.com/../pa/springfield/801-baltimore-pike,USA
Pennsylvania,State College,116 Hiester St,16801,Chipotle Penn State Univ,(814) 231-0442,40.79681575155892,-77.85708599903313,https://locations.chipotle.com/../pa/state-college/116-hiester-st,USA
Pennsylvania,State College,1850 N Atherton St,16803,Chipotle North Atherton PA,(814) 308-0671,40.80866833,-77.90373667,https://locations.chipotle.com/../pa/state-college/1850-n-atherton-st,USA
Pennsylvania,Tarentum,1003 Village Center Dr,15084,Chipotle Pittsburgh Mills,(724) 558-8732,40.569533201186296,-79.80240257440575,https://locations.chipotle.com/../pa/tarentum/1003-village-center-dr,USA
Pennsylvania,Temple,4300 5th Street Hwy,19560,Chipotle Temple PA,(484) 334-8107,40.39719,-75.92896,https://locations.chipotle.com/../pa/temple/4300-5th-street-hwy,USA
Pennsylvania,Thorndale,3203 E Lincoln Hwy East,19372,Chipotle Thorndale,(484) 364-2601,39.9936894,-75.759958,https://locations.chipotle.com/../pa/thorndale/3203-e-lincoln-hwy-east,USA
Pennsylvania,Trevose,3580 Horizon Blvd,19053,Chipotle Neshaminy,(215) 494-3245,40.13734581492397,-74.96461189508915,https://locations.chipotle.com/../pa/trevose/3580-horizon-blvd,USA
Pennsylvania,Uniontown,65 Matthew Dr,15401,Chipotle Uniontown,(724) 550-2225,39.90585512751728,-79.75343081097564,https://locations.chipotle.com/../pa/uniontown/65-matthew-dr,USA
Pennsylvania,Upper Darby,109 S 69th St,19082,Chipotle Upper Darby,(610) 624-1154,39.95862471393103,-75.25770637532672,https://locations.chipotle.com/../pa/upper-darby/109-s-69th-st,USA
Pennsylvania,Warminster,25 W Street Rd,18974,Chipotle Warminster,(215) 441-4945,40.19741688764264,-75.08258275709512,https://locations.chipotle.com/../pa/warminster/25-w-street-rd,USA
Pennsylvania,Warrington,385 Easton Rd,18976,Chipotle Warrington,(215) 792-6729,40.223665,-75.139312,https://locations.chipotle.com/../pa/warrington/385-easton-rd,USA
Pennsylvania,Washington,187 Old Mill Blvd,15301,Chipotle Washington PA,(724) 225-8389,40.18952723928308,-80.21865514342073,https://locations.chipotle.com/../pa/washington/187-old-mill-blvd,USA
Pennsylvania,Wayne,239 E Swedesford Rd,19087,Chipotle Gateway Wayne,(610) 688-0639,40.07396183768074,-75.43201480982168,https://locations.chipotle.com/../pa/wayne/239-e-swedesford-rd,USA
Pennsylvania,Wayne,323 E Lancaster Ave,19087,Chipotle Wayne PA,(484) 367-0057,40.04439214114272,-75.37924194783307,https://locations.chipotle.com/../pa/wayne/323-e-lancaster-ave,USA
Pennsylvania,West Chester,101 Turner Ln,19380,Chipotle Turner Square,(610) 344-7042,39.96929533850414,-75.58764102853888,https://locations.chipotle.com/../pa/west-chester/101-turner-ln,USA
Pennsylvania,Wexford,11359 Perry Hwy,15090,Chipotle Wexford,(724) 935-0101,40.6229988932946,-80.05430905889546,https://locations.chipotle.com/../pa/wexford/11359-perry-hwy,USA
Pennsylvania,Whitehall,837 Lehigh Lifestyle Ctr,18052,Chipotle Lehigh Valley,(610) 465-9526,40.63000601956755,-75.48027081388958,https://locations.chipotle.com/../pa/whitehall/837-lehigh-lifestyle-ctr,USA
Pennsylvania,Wilkes Barre,280 Mundy St,18702,Chipotle Wilkes Barre,(570) 829-2694,41.2435024,-75.8428947,https://locations.chipotle.com/../pa/wilkes-barre/280-mundy-st,USA
Pennsylvania,Williamsport,1955 E 3rd St,17701,Chipotle Williamsport,(272) 236-3195,41.2482872061415,-76.96016234677616,https://locations.chipotle.com/../pa/williamsport/1955-e-3rd-st,USA
Pennsylvania,Willow Grove,2618 W Moreland Rd,19090,Chipotle Willow Grove,(215) 659-8108,40.143586024512665,-75.1217490171793,https://locations.chipotle.com/../pa/willow-grove/2618-w-moreland-rd,USA
Pennsylvania,Wyncote,2401 W Cheltenham Ave,19095,Chipotle Cheltenham Mall,(215) 884-2695,40.0735837087947,-75.15489360408736,https://locations.chipotle.com/../pa/wyncote/2401-w-cheltenham-ave,USA
Pennsylvania,York,1923 Springwood Rd,17403,Chipotle South York,(717) 650-3081,39.93964618494028,-76.69322443817782,https://locations.chipotle.com/../pa/york/1923-springwood-rd,USA
Pennsylvania,York,2801 Concord Rd,17402,Chipotle York,(717) 840-8414,39.9830248841578,-76.66883894381584,https://locations.chipotle.com/../pa/york/2801-concord-rd,USA
Pennsylvania,York,890 Loucks Rd,17404,Chipotle West York,(717) 848-2047,39.979809610597584,-76.75201872147846,https://locations.chipotle.com/../pa/york/890-loucks-rd,USA
Rhode Island,Cranston,87 Hillside Rd,02920,Chipotle Garden City Center,(401) 275-0212,41.761794430029184,-71.45892939601538,https://locations.chipotle.com/../ri/cranston/87-hillside-rd,USA
Rhode Island,East Greenwich,1200 Quaker Ln,02818,Chipotle East Greenwich,(401) 234-0086,41.663304543707795,-71.49459116129339,https://locations.chipotle.com/../ri/east-greenwich/1200-quaker-ln,USA
Rhode Island,Greenville,473 Putnam Pike,02828,Chipotle Smithfield Relo,(401) 404-5521,41.87085590206633,-71.53248601675143,https://locations.chipotle.com/../ri/greenville/473-putnam-pike,USA
Rhode Island,Johnston,1386 Atwood Ave,02919,Chipotle Johnston,(401) 943-1273,41.81454904551709,-71.49643589650555,https://locations.chipotle.com/../ri/johnston/1386-atwood-ave,USA
Rhode Island,Lincoln,622 George Washington Hwy,02865,Chipotle Lincoln RI,(401) 333-3531,41.938528235805805,-71.47753658545706,https://locations.chipotle.com/../ri/lincoln/622-george-washington-hwy,USA
Rhode Island,Middletown,11 E Main Rd,02842,Chipotle Middletown RI,(401) 847-1517,41.51654425076423,-71.29926721917258,https://locations.chipotle.com/../ri/middletown/11-e-main-rd,USA
Rhode Island,North Kingstown,118 Gate Rd,02852,Chipotle 118 Gate Rd,(401) 329-3565,41.6055388,-71.45330890000001,https://locations.chipotle.com/../ri/north-kingstown/118-gate-rd,USA
Rhode Island,North Providence,1601 Mineral Spring Ave,02904,Chipotle North Providence,(401) 271-0046,41.864714155385215,-71.44889856271472,https://locations.chipotle.com/../ri/north-providence/1601-mineral-spring-ave,USA
Rhode Island,Providence,235 Thayer St,02906,Chipotle Providence - Thayer St,(401) 621-2503,41.828201801667696,-71.40055386775839,https://locations.chipotle.com/../ri/providence/235-thayer-st,USA
Rhode Island,Providence,66 Branch Ave,02904,Chipotle Providence Branch Ave,(401) 354-2434,41.84354438452892,-71.40924992416406,https://locations.chipotle.com/../ri/providence/66-branch-ave,USA
Rhode Island,Rumford,75 Newport Ave,02916,Chipotle Rumford,(401) 445-0190,41.85648858644042,-71.35516409638899,https://locations.chipotle.com/../ri/rumford/75-newport-ave,USA
Rhode Island,Warwick,1800 Post Road,02886,Chipotle Airport Plaza,(401) 732-9233,41.7315569,-71.4365364,https://locations.chipotle.com/../ri/warwick/1800-post-road,USA
Rhode Island,Warwick,969 Bald Hill Rd,02886,Chipotle Warwick,(401) 821-3007,41.7122944729235,-71.48965054356859,https://locations.chipotle.com/../ri/warwick/969-bald-hill-rd,USA
South Carolina,Anderson,3556 Clemson Blvd,29621,Chipotle Anderson SC,(864) 222-2922,34.55238545010325,-82.67812234532033,https://locations.chipotle.com/../sc/anderson/3556-clemson-blvd,USA
South Carolina,Beaufort,21 Robert Smalls Pkwy,29906,Chipotle Beaufort,(854) 212-8443,32.4405816,-80.7032051,https://locations.chipotle.com/../sc/beaufort/21-robert-smalls-pkwy,USA
South Carolina,Bluffton,1250 Fording Island Rd,29910,Chipotle Bluffton,(843) 836-2442,32.2471481609093,-80.8325036368663,https://locations.chipotle.com/../sc/bluffton/1250-fording-island-rd,USA
South Carolina,Charleston,374 King St,29401,Chipotle Charleston King Street,(843) 577-2345,32.785614158947844,-79.93600473160916,https://locations.chipotle.com/../sc/charleston/374-king-st,USA
South Carolina,Charleston,975 Savannah Hwy,29407,Chipotle Charleston West Ashley,(854) 999-4231,32.782602174613295,-79.9902270808925,https://locations.chipotle.com/../sc/charleston/975-savannah-hwy,USA
South Carolina,Clemson,393 College Ave,29631,Chipotle Clemson,(864) 653-5801,34.68456674968882,-82.83736704707337,https://locations.chipotle.com/../sc/clemson/393-college-ave,USA
South Carolina,Columbia,10136 Two Notch Rd,29229,Chipotle Two Notch,(803) 753-1055,34.116876493815575,-80.8822889078416,https://locations.chipotle.com/../sc/columbia/10136-two-notch-rd,USA
South Carolina,Columbia,276 Harbison Blvd,29212,Chipotle Harbison Blvd,(803) 781-1040,34.07253880270539,-81.15784679753591,https://locations.chipotle.com/../sc/columbia/276-harbison-blvd,USA
South Carolina,Columbia,451 Killian Rd,29203,Chipotle Killian Rd,(803) 753-4025,34.13965007886239,-80.95328467048544,https://locations.chipotle.com/../sc/columbia/451-killian-rd,USA
South Carolina,Columbia,4840 Forest Dr,29206,Chipotle Columbia Trenholm,(803) 738-8272,34.01834643064387,-80.96562437518847,https://locations.chipotle.com/../sc/columbia/4840-forest-dr,USA
South Carolina,Columbia,6070 Garners Ferry Rd,29209,Chipotle Garners Ferry Rd.,(803) 776-6346,33.98314715551297,-80.96767498792485,https://locations.chipotle.com/../sc/columbia/6070-garners-ferry-rd,USA
South Carolina,Columbia,619 Gervais St,29201,Chipotle Vista,(803) 223-7801,33.99895231234734,-81.0428677251486,https://locations.chipotle.com/../sc/columbia/619-gervais-st,USA
South Carolina,Conway,2296 US-501 East,29526,Chipotle Conway SC,(843) 347-0202,33.85281873877563,-79.07551654232775,https://locations.chipotle.com/../sc/conway/2296-us-501-east,USA
South Carolina,Easley,6099 Calhoun Memorial Hwy,29640,Chipotle Easley,(864) 343-9001,34.82318101539206,-82.57817110257365,https://locations.chipotle.com/../sc/easley/6099-calhoun-memorial-hwy,USA
South Carolina,Florence,2617 David H McLeod Blvd,29501,Chipotle Florence SC,(843) 773-3104,34.1918158,-79.8331336,https://locations.chipotle.com/../sc/florence/2617-david-h-mcleod-blvd,USA
South Carolina,Fort Mill,1852 Highway 160 W,29708,Chipotle Fort Mill Hwy 160,(803) 396-0456,35.0354065205258,-80.9742789550775,https://locations.chipotle.com/../sc/fort-mill/1852-highway-160-w,USA
South Carolina,Goose Creek,220 Saint James Ave,29445,Chipotle Goose Creek,(854) 300-4182,33.01026613208242,-80.04588299569025,https://locations.chipotle.com/../sc/goose-creek/220-saint-james-ave,USA
South Carolina,Greenville,3116 N Pleasantburg Dr,29609,Chipotle Cherrydale,(864) 535-5712,34.88875626452313,-82.39736382262949,https://locations.chipotle.com/../sc/greenville/3116-n-pleasantburg-dr,USA
South Carolina,Greenville,3645 Pelham Rd,29615,Chipotle Greenville Pelham,(864) 412-1030,34.86058820658663,-82.26923970835162,https://locations.chipotle.com/../sc/greenville/3645-pelham-rd,USA
South Carolina,Greenville,4 Market Point Dr,29607,Chipotle Woodruff,(864) 234-6460,34.825918117476604,-82.29969289828165,https://locations.chipotle.com/../sc/greenville/4-market-point-dr,USA
South Carolina,Greenville,640 Haywood Rd,29607,Chipotle Haywood Road,(864) 234-5882,34.84862966154247,-82.33825955721704,https://locations.chipotle.com/../sc/greenville/640-haywood-rd,USA
South Carolina,Greer,1126 W Wade Hampton Blvd,29650,Chipotle Greer,(864) 874-1883,34.94353744640152,-82.25588393541257,https://locations.chipotle.com/../sc/greer/1126-w-wade-hampton-blvd,USA
South Carolina,Indian Land,10092 Charlotte Hwy,29707,Chipotle Indian Land 521,(803) 548-7211,35.01174484366252,-80.85149542351691,https://locations.chipotle.com/../sc/indian-land/10092-charlotte-hwy,USA
South Carolina,Indian Land,7680 Charlotte Hwy,29707,Chipotle Indian Land South,(803) 258-0992,34.9353863,-80.83534010000001,https://locations.chipotle.com/../sc/indian-land/7680-charlotte-hwy,USA
South Carolina,Lexington,5594 Sunset Blvd,29072,Chipotle Lexington SC,(803) 756-4900,33.994706281262005,-81.22633401300422,https://locations.chipotle.com/../sc/lexington/5594-sunset-blvd,USA
South Carolina,Mauldin,108 S Main St,29662,Chipotle Mauldin,(864) 900-5910,34.77719919472546,-82.30936390563558,https://locations.chipotle.com/../sc/mauldin/108-s-main-st,USA
South Carolina,Mt Pleasant,1509 N Highway 17,29464,Chipotle Mt. Pleasant Wando Crossing,(843) 856-1170,32.817216838634536,-79.84491155692923,https://locations.chipotle.com/../sc/mt-pleasant/1509-n-highway-17,USA
South Carolina,Myrtle Beach,1000 S Commons Dr,29588,Chipotle Myrtle Beach South Strand,(843) 215-9457,33.6441978,-78.9868143,https://locations.chipotle.com/../sc/myrtle-beach/1000-s-commons-dr,USA
South Carolina,Myrtle Beach,1229 N Retail Ct,29577,Chipotle Myrtle Beach Coastal Grand,(843) 443-4300,33.705001015787985,-78.92076681380632,https://locations.chipotle.com/../sc/myrtle-beach/1229-n-retail-ct,USA
South Carolina,North Augusta,362 E Martintown Rd,29841,Chipotle North Augusta,(803) 442-7863,33.497437458531635,-81.96084949555774,https://locations.chipotle.com/../sc/north-augusta/362-e-martintown-rd,USA
South Carolina,North Charleston,4953 Centre Pointe Dr,29418,Chipotle Centre Pointe,(843) 747-6707,32.87309348640124,-80.0203708444775,https://locations.chipotle.com/../sc/north-charleston/4953-centre-pointe-dr,USA
South Carolina,North Charleston,7398 Rivers Ave,29406,Chipotle North Charleston,(843) 553-2106,32.936885087282675,-80.03890802104684,https://locations.chipotle.com/../sc/north-charleston/7398-rivers-ave,USA
South Carolina,North Myrtle Beach,1502 Highway 17 N,29582,Chipotle North Myrtle Beach,(843) 249-4415,33.841977936881605,-78.66107534006511,https://locations.chipotle.com/../sc/north-myrtle-beach/1502-highway-17-n,USA
South Carolina,Rock Hill,2316 Cherry Rd,29732,Chipotle Rock Hill Cherry Rd,(803) 980-0027,34.96711548939526,-80.99523508589648,https://locations.chipotle.com/../sc/rock-hill/2316-cherry-rd,USA
South Carolina,Rock Hill,330 Herlong Ave,29732,Chipotle Rock Hill Herlong,(839) 274-0756,34.958537,-81.042293,https://locations.chipotle.com/../sc/rock-hill/330-herlong-ave,USA
South Carolina,Spartanburg,1490 Wo Ezell Blvd,29301,Chipotle Spartanburg West,(864) 574-1305,34.937743350180796,-81.98452933967639,https://locations.chipotle.com/../sc/spartanburg/1490-wo-ezell-blvd,USA
South Carolina,Spartanburg,1855 E Main St,29307,Chipotle Spartanburg East,(864) 435-8014,34.967273949471824,-81.8923087723873,https://locations.chipotle.com/../sc/spartanburg/1855-e-main-st,USA
South Carolina,Summerville,1209 N Main St,29483,Chipotle Summerville Main St,(843) 871-4678,33.0347651216297,-80.15829126491371,https://locations.chipotle.com/../sc/summerville/1209-n-main-st,USA
South Carolina,Sumter,1286 Broad St,29150,Chipotle Sumter,(803) 469-0250,33.95635458414463,-80.38908157742992,https://locations.chipotle.com/../sc/sumter/1286-broad-st,USA
South Carolina,West Columbia,2871 Sunset Blvd,29169,Chipotle West Columbia,(803) 807-2602,34.00473225047612,-81.1179187975264,https://locations.chipotle.com/../sc/west-columbia/2871-sunset-blvd,USA
Tennessee,Alcoa,909 Vintage Alcoa Way,37701,Chipotle Alcoa,(865) 378-5410,35.79861464526282,-83.9810026788519,https://locations.chipotle.com/../tn/alcoa/909-vintage-alcoa-way,USA
Tennessee,Antioch,4216 Century Farms Ter,37013,Chipotle Century Farms,(629) 900-8093,36.03378443678858,-86.65147548958394,https://locations.chipotle.com/../tn/antioch/4216-century-farms-ter,USA
Tennessee,Arlington,5350 Airline Rd,38002,Chipotle Arlington TN,(901) 742-3007,35.2724521,-89.6667233,https://locations.chipotle.com/../tn/arlington/5350-airline-rd,USA
Tennessee,Brentwood,269 Franklin Rd,37027,Chipotle Brentwood Nashville,(615) 679-4845,36.02975268599454,-86.79147689938827,https://locations.chipotle.com/../tn/brentwood/269-franklin-rd,USA
Tennessee,Bristol,413 Pinnacle Pkwy,37620,Chipotle Bristol TN,(423) 340-4138,36.591207,-82.260269,https://locations.chipotle.com/../tn/bristol/413-pinnacle-pkwy,USA
Tennessee,Chattanooga,20 Cherokee Blvd,37405,Chipotle Northshore,(423) 805-1063,35.06314169858129,-85.31002700169853,https://locations.chipotle.com/../tn/chattanooga/20-cherokee-blvd,USA
Tennessee,Chattanooga,2122 Gunbarrel Rd,37421,Chipotle Hamilton Place,(423) 805-1057,35.034478,-85.152574,https://locations.chipotle.com/../tn/chattanooga/2122-gunbarrel-rd,USA
Tennessee,Clarksville,2296 Madison St,37043,Chipotle Clarksville Commons,(931) 436-2089,36.5074842115352,-87.27285519717267,https://locations.chipotle.com/../tn/clarksville/2296-madison-st,USA
Tennessee,Clarksville,625 Kennedy Ln,37040,Chipotle Clarksville TN,(931) 906-2110,36.59816674818337,-87.2860759795567,https://locations.chipotle.com/../tn/clarksville/625-kennedy-ln,USA
Tennessee,Cleveland,4482 Ellis Cir NW,37312,Chipotle Cleveland TN,(423) 458-3021,35.21152558463042,-84.86380518893465,https://locations.chipotle.com/../tn/cleveland/4482-ellis-cir-nw,USA
Tennessee,Collierville,1090 W Poplar Ave,38017,Chipotle Collierville,(901) 668-2928,35.046501,-89.698538,https://locations.chipotle.com/../tn/collierville/1090-w-poplar-ave,USA
Tennessee,Columbia,610 S James M Campbell Blvd,38401,Chipotle Columbia TN,(931) 777-1185,35.59344950686373,-87.0520577119172,https://locations.chipotle.com/../tn/columbia/610-s-james-m-campbell-blvd,USA
Tennessee,Cookeville,1255 Interstate Dr,38501,Chipotle Cookeville TN,(931) 400-0150,36.13871654092495,-85.50746059904122,https://locations.chipotle.com/../tn/cookeville/1255-interstate-dr,USA
Tennessee,Cordova,695 N Germantown Pkwy,38018,Chipotle Cordova,(901) 754-5807,35.14444919965813,-89.79616205701119,https://locations.chipotle.com/../tn/cordova/695-n-germantown-pkwy,USA
Tennessee,Franklin,430 Cool Springs Blvd,37067,Chipotle Cool Springs,(615) 861-3989,35.94519648518689,-86.82524327972135,https://locations.chipotle.com/../tn/franklin/430-cool-springs-blvd,USA
Tennessee,Franklin,5041 Carothers Pkwy,37067,Chipotle 5041 Carothers Pkwy,(629) 252-7002,35.925353,-86.817309,https://locations.chipotle.com/../tn/franklin/5041-carothers-pkwy,USA
Tennessee,Hendersonville,214 Indian Lake Blvd,37075,Chipotle Hendersonville,(615) 348-0188,36.3209576,-86.5994131,https://locations.chipotle.com/../tn/hendersonville/214-indian-lake-blvd,USA
Tennessee,Hermitage,5000B Old Hickory Blvd,37076,Chipotle Hermitage 1,(615) 732-0190,36.1948580376691,-86.61807042852631,https://locations.chipotle.com/../tn/hermitage/5000b-old-hickory-blvd,USA
Tennessee,Hixson,5248 Highway 153,37343,Chipotle Hixson,(423) 805-1008,35.12534342826191,-85.24024196019353,https://locations.chipotle.com/../tn/hixson/5248-highway-153,USA
Tennessee,Jackson,883 Vann Dr,38305,Chipotle Jackson TN,(731) 256-2035,35.670254335219504,-88.85245552270183,https://locations.chipotle.com/../tn/jackson/883-vann-dr,USA
Tennessee,Johnson City,2013 N Roan St,37601,Chipotle Johnson City,(423) 218-0493,36.339639930403926,-82.37550068946526,https://locations.chipotle.com/../tn/johnson-city/2013-n-roan-st,USA
Tennessee,Kingsport,1401 E Stone Dr,37660,Chipotle Kingsport,(423) 830-2286,36.549677856740246,-82.52528686011887,https://locations.chipotle.com/../tn/kingsport/1401-e-stone-dr,USA
Tennessee,Knoxville,11380 Parkside Dr,37934,Chipotle Turkey Creek,(865) 671-3304,35.89931792103643,-84.16067117168302,https://locations.chipotle.com/../tn/knoxville/11380-parkside-dr,USA
Tennessee,Knoxville,1701 Cumberland Ave,37916,Chipotle Knoxville UT Campus,(865) 525-0585,35.95662007191913,-83.93276326636419,https://locations.chipotle.com/../tn/knoxville/1701-cumberland-ave,USA
Tennessee,Knoxville,204 Advantage Pl,37922,Chipotle Knoxville Cedar Bluff,(865) 531-7029,35.915835800377096,-84.08944114614714,https://locations.chipotle.com/../tn/knoxville/204-advantage-pl,USA
Tennessee,Knoxville,4829 N Broadway St,37918,Chipotle Fountain City,(865) 688-5438,36.02624296993081,-83.92783765552252,https://locations.chipotle.com/../tn/knoxville/4829-n-broadway-st,USA
Tennessee,Knoxville,7600 Kingston Pike,37919,Chipotle West Town Mall Food Court,(865) 407-2008,35.92430095947433,-84.03702542253802,https://locations.chipotle.com/../tn/knoxville/7600-kingston-pike,USA
Tennessee,Lebanon,620 S Cumberland St,37087,Chipotle Lebanon,(629) 600-2074,36.191680747337976,-86.29533082270181,https://locations.chipotle.com/../tn/lebanon/620-s-cumberland-st,USA
Tennessee,Madison,1806 Gallatin Pike N,37115,Chipotle Rivergate,(615) 732-0012,36.29867425082341,-86.69880264126158,https://locations.chipotle.com/../tn/madison/1806-gallatin-pike-n,USA
Tennessee,Memphis,2046 Union Ave,38104,Chipotle Memphis Midtown,(901) 729-2640,35.134744576509846,-89.99355518834324,https://locations.chipotle.com/../tn/memphis/2046-union-ave,USA
Tennessee,Memphis,2825 N Germantown Pkwy,38133,Chipotle 2825 N Germantown Pkwy,(901) 883-4427,35.202338051363476,-89.79285428465577,https://locations.chipotle.com/../tn/memphis/2825-n-germantown-pkwy,USA
Tennessee,Memphis,4726 Summer Ave,38122,Chipotle Summer Avenue,(901) 590-1839,35.14926001399854,-89.90307873446605,https://locations.chipotle.com/../tn/memphis/4726-summer-ave,USA
Tennessee,Memphis,5865 Poplar Ave,38119,Chipotle Ridgeway Trace,(901) 416-1944,35.10204317663258,-89.86573398523615,https://locations.chipotle.com/../tn/memphis/5865-poplar-ave,USA
Tennessee,Millington,8599 US Highway 51 N,38053,Chipotle 8599 US Highway 51 N,(901) 557-0092,35.36192128106295,-89.89187727055224,https://locations.chipotle.com/../tn/millington/8599-us-highway-51-n,USA
Tennessee,Mt Juliet,30 Old Pleasant Grove Rd,37122,Chipotle Mt. Juliet,(615) 754-2984,36.17489912826897,-86.51426744614713,https://locations.chipotle.com/../tn/mt-juliet/30-old-pleasant-grove-rd,USA
Tennessee,Murfreesboro,2113 Memorial Blvd,37129,Chipotle North Murfreesboro,(615) 439-6117,35.88117269365336,-86.38441057423974,https://locations.chipotle.com/../tn/murfreesboro/2113-memorial-blvd,USA
Tennessee,Murfreesboro,479 N Thompson Ln,37129,Chipotle Murfreesboro,(615) 691-4264,35.85564006237146,-86.43091842432705,https://locations.chipotle.com/../tn/murfreesboro/479-n-thompson-ln,USA
Tennessee,Nashville,2032 Rosa L Parks Blvd,37228,Chipotle MetroCenter Nashville,(615) 732-0387,36.18896044488927,-86.7979641124577,https://locations.chipotle.com/../tn/nashville/2032-rosa-l-parks-blvd,USA
Tennessee,Nashville,2825 W End Ave,37203,Chipotle Nashville West End,(615) 320-1693,36.14395937744334,-86.81323596037475,https://locations.chipotle.com/../tn/nashville/2825-w-end-ave,USA
Tennessee,Nashville,3900 Hillsboro Pike,37215,Chipotle Green Hills,(615) 292-9199,36.10538479446771,-86.81272738595884,https://locations.chipotle.com/../tn/nashville/3900-hillsboro-pike,USA
Tennessee,Nashville,400 21st Ave S,37203,Chipotle Vanderbilt,(615) 777-0890,36.14728080578421,-86.79887229013741,https://locations.chipotle.com/../tn/nashville/400-21st-ave-s,USA
Tennessee,Nashville,6838 Charlotte Pike,37209,Chipotle Nashville West,(615) 356-5860,36.13281495363497,-86.89434869747299,https://locations.chipotle.com/../tn/nashville/6838-charlotte-pike,USA
Tennessee,Nashville,731 Thompson Ln,37204,Chipotle 100 Oaks,(615) 292-3311,36.11145284220455,-86.7666710932541,https://locations.chipotle.com/../tn/nashville/731-thompson-ln,USA
Tennessee,Nashville,96 White Bridge Pike,37205,Chipotle Belle Meade,(615) 522-0358,36.129420349432465,-86.85315095013192,https://locations.chipotle.com/../tn/nashville/96-white-bridge-pike,USA
Tennessee,Sevierville,1713 Parkway,37862,Chipotle Sevierville,(865) 428-2249,35.83063092464802,-83.57297060921002,https://locations.chipotle.com/../tn/sevierville/1713-parkway,USA
Tennessee,Smyrna,715 Team Blvd,37167,Chipotle Smyrna TN,(615) 355-1612,35.979422276662206,-86.56428606743361,https://locations.chipotle.com/../tn/smyrna/715-team-blvd,USA
Tennessee,Spring Hill,2098 Wall St,37174,Chipotle Spring Hill 2,(615) 302-0775,35.76922115673592,-86.91777790452124,https://locations.chipotle.com/../tn/spring-hill/2098-wall-st,USA
Texas,Abilene,1631 Hwy 351,79601,Chipotle I-20 and Ambler,(325) 999-9831,32.47837112429599,-99.69904980178299,https://locations.chipotle.com/../tx/abilene/1631-hwy-351,USA
Texas,Abilene,3800 S Clack St,79606,Chipotle Abilene,(325) 690-6463,32.40542941283441,-99.76535906869981,https://locations.chipotle.com/../tx/abilene/3800-s-clack-st,USA
Texas,Addison,3771 Belt Line Rd,75001,Chipotle Addison,(972) 243-9088,32.9536677216986,-96.85307685710848,https://locations.chipotle.com/../tx/addison/3771-belt-line-rd,USA
Texas,Allen,103 Central Expy N,75013,Chipotle Allen,(972) 747-1731,33.102906368481904,-96.67913171984497,https://locations.chipotle.com/../tx/allen/103-central-expy-n,USA
Texas,Allen,1985 Central Expy N,75013,Chipotle North Allen,(469) 342-4002,33.1286736,-96.6621205,https://locations.chipotle.com/../tx/allen/1985-central-expy-n,USA
Texas,Amarillo,2414 S Georgia St,79109,Chipotle Amarillo,(806) 576-0764,35.188702268378876,-101.86679454799958,https://locations.chipotle.com/../tx/amarillo/2414-s-georgia-st,USA
Texas,Arlington,1390 S Cooper St,76013,Chipotle UTA,(817) 860-0010,32.72220802037494,-97.11525655476862,https://locations.chipotle.com/../tx/arlington/1390-s-cooper-st,USA
Texas,Arlington,2151 N Collins St,76011,Chipotle Arlington,(817) 459-0939,32.768988551749565,-97.09679096319462,https://locations.chipotle.com/../tx/arlington/2151-n-collins-st,USA
Texas,Arlington,4401 Little Rd,76016,Chipotle I20 and Little Rd,(817) 775-1007,32.67631862045719,-97.19676668889993,https://locations.chipotle.com/../tx/arlington/4401-little-rd,USA
